               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.014075,           0.0046153,           0.0049717,             0.66955,             0.51753,             0.54135,             0.37164,            0.013413,           0.0048634,           0.0063086,           0.0023376,           0.0023376,           0.0023376
                 114,            0.013928,           0.0045273,           0.0046504,             0.65427,              0.5236,             0.54403,             0.37207,            0.013478,           0.0048526,            0.006285,            0.002324,            0.002324,            0.002324
                 115,            0.013929,           0.0045236,           0.0045718,             0.67182,             0.51815,             0.54416,             0.37225,             0.01349,           0.0048568,           0.0062586,           0.0023103,           0.0023103,           0.0023103
                 116,            0.013989,           0.0045541,           0.0045474,             0.68363,             0.51559,             0.55037,             0.37561,            0.013507,           0.0048478,           0.0062192,           0.0022966,           0.0022966,           0.0022966
                 117,            0.013917,           0.0044374,           0.0044209,             0.68924,             0.51997,             0.55455,             0.38039,            0.013489,           0.0048493,           0.0062563,           0.0022828,           0.0022828,           0.0022828
                 118,            0.013913,           0.0045612,           0.0045473,             0.69092,              0.5195,             0.55557,             0.37897,            0.013473,           0.0048351,             0.00626,           0.0022689,           0.0022689,           0.0022689
                 119,            0.013866,           0.0045245,           0.0045593,             0.68318,             0.52277,             0.55438,             0.37785,            0.013482,           0.0048246,           0.0063146,            0.002255,            0.002255,            0.002255
                 120,            0.013781,           0.0044339,           0.0044796,             0.69302,             0.51764,              0.5582,              0.3808,            0.013411,           0.0048041,           0.0062831,           0.0022411,           0.0022411,           0.0022411
                 121,            0.013605,           0.0044191,           0.0043388,             0.67496,             0.52742,             0.56132,              0.3855,             0.01338,           0.0047923,           0.0061849,           0.0022271,           0.0022271,           0.0022271
                 122,            0.013642,           0.0045053,           0.0043766,             0.66782,             0.53805,             0.56207,             0.38576,            0.013397,           0.0047917,            0.006133,            0.002213,            0.002213,            0.002213
                 123,             0.01383,            0.004552,           0.0044569,               0.657,             0.54174,             0.56644,             0.38648,            0.013389,           0.0048007,           0.0060914,            0.002199,            0.002199,            0.002199
                 124,            0.013553,           0.0045215,           0.0043758,             0.65585,             0.54532,             0.56618,             0.38743,            0.013362,           0.0048081,           0.0061099,           0.0021848,           0.0021848,           0.0021848
                 125,            0.013697,           0.0045327,           0.0045001,             0.66446,             0.54518,             0.57136,             0.39116,            0.013346,           0.0048065,           0.0061415,           0.0021706,           0.0021706,           0.0021706
                 126,            0.013604,           0.0044788,           0.0042911,             0.67695,             0.53665,             0.57567,             0.39546,            0.013347,           0.0048093,           0.0061198,           0.0021564,           0.0021564,           0.0021564
                 127,            0.013564,            0.004425,           0.0041796,             0.68483,             0.53429,             0.57997,             0.39628,            0.013336,           0.0048089,           0.0060952,           0.0021422,           0.0021422,           0.0021422
                 128,            0.013587,           0.0044688,           0.0042937,             0.68272,             0.53507,             0.58337,             0.39944,            0.013364,           0.0048072,           0.0060783,           0.0021279,           0.0021279,           0.0021279
                 129,            0.013535,           0.0045624,           0.0042115,             0.69486,             0.53137,             0.58225,             0.40039,            0.013363,           0.0048109,             0.00605,           0.0021135,           0.0021135,           0.0021135
                 130,            0.013589,            0.004467,           0.0042452,             0.68798,             0.53679,             0.58304,              0.3986,            0.013362,            0.004808,           0.0060246,           0.0020991,           0.0020991,           0.0020991
                 131,            0.013501,           0.0043437,           0.0039827,             0.68351,             0.53766,             0.58579,              0.4003,            0.013364,           0.0048078,           0.0060402,           0.0020847,           0.0020847,           0.0020847
                 132,             0.01346,           0.0043922,           0.0041723,             0.67243,             0.54312,             0.58721,             0.40081,             0.01337,           0.0048042,           0.0060804,           0.0020703,           0.0020703,           0.0020703
                 133,            0.013584,            0.004469,            0.004104,             0.70014,             0.52493,             0.58911,             0.40213,            0.013367,           0.0047967,             0.00607,           0.0020558,           0.0020558,           0.0020558
                 134,            0.013547,             0.00445,           0.0041039,             0.68987,             0.53383,             0.58994,             0.40346,            0.013366,           0.0047949,           0.0060552,           0.0020413,           0.0020413,           0.0020413
                 135,            0.013504,           0.0044597,            0.004002,             0.68618,             0.54089,             0.59242,             0.40474,            0.013366,            0.004789,           0.0060043,           0.0020268,           0.0020268,           0.0020268
                 136,            0.013368,           0.0044636,           0.0039323,             0.67862,             0.54551,             0.59402,             0.40653,            0.013356,           0.0047871,           0.0059793,           0.0020123,           0.0020123,           0.0020123
